Status;Bestellnummer;Name;Notiz;Produzent;Herkunft;Einheit;Nettopreis;MwSt;Pfand;Gebindegröße;Leer1;Leer2;Kategorie
;40254;Quinoa weiß ;Plastikfrei verpackt, Bode Exklusiv;kbA;PE/BO;;3.29 €;7;;6x500g;;;Bode Bio Box
;40265;Quinoaflocken ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.29 €;7;;6x250g;;;Bode Bio Box
;40256;Risottoreis weiß ;Plastikfrei verpackt, Bode Exklusiv;kbA;IT;;2.79 €;7;;6x500g;;;Bode Bio Box
;41684;Salat Topping ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;1.79 €;7;;6x175g;;;Bode Bio Box
;40260;Sesamsaat ungeschält ;Plastikfrei verpackt, Bode Exklusiv;kbA;IN/UG;;2.94 €;7;;6x500g;;;Bode Bio Box
;40259;Sonnenblumenkerne Europa;Plastikfrei verpackt, Bode Exklusiv;kbA;IT;;3.14 €;7;;6x500g;;;Bode Bio Box
;40270;Studentenfutter mit Cranberries mit Pekannusskernen;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.99 €;7;;6x250g;;;Bode Bio Box
;40271;Studentenfutter mit Pekannusskernen;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.89 €;7;;6x250g;;;Bode Bio Box
;40242;Sultaninen ;Plastikfrei verpackt, Bode Exklusiv;kbA;UZ/TR;;2.89 €;7;;6x500g;;;Bode Bio Box
;40279;Vier-Flocken-Mischung ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.09 €;7;;6x500g;;;Bode Bio Box
;41682;Walnusskerne hell ;Plastikfrei verpackt, Bode Exklusiv;kbA;MD/UA;;2.19 €;7;;6x125g;;;Bode Bio Box
;40274;Walnussstücke hell ;Plastikfrei verpackt, Bode Exklusiv;kbA;MD/UA;;3.19 €;7;;6x250g;;;Bode Bio Box
;40283;Zaubernuss Macadamia-Nuss-Mix ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;3.59 €;7;;6x175g;;;Bode Bio Box
