Status;Bestellnummer;Name;Notiz;Produzent;Herkunft;Einheit;Nettopreis;MwSt;Pfand;Gebindegröße;Leer1;Leer2;Kategorie
;41948;Erdnüsse in Vollmilchschokolade;;kbA;NL;;1.89 €;7;;6/125g;;;Naschereien & Snacks
;41923;Fruchtgummibärchen ohne Gelantine;;kbA;DE;;1.89 €;7;;12/125g;;;Naschereien & Snacks
;41925;Fruttini-Mix sauer gezucket ohne Gelantine;;kbA;DE;;1.89 €;7;;12/125g;;;Naschereien & Snacks
;41223;Knack- und Fruchtmischung;;kbA;DE;;2.49 €;7;;6/175g;;;Naschereien & Snacks
;41950;Nuss-Frucht-Mischung schokoliert;;kbA;DE;;1.89 €;7;;6/125g;;;Naschereien & Snacks
;21909;Lakritzschlangen glutenfrei ;;kbA;NL;;0.95 €;7;;24/50g;;;Naschereien & Snacks
;21910;Lakritzstangen 100Stk. a 5,5g;;kbA;NL;;13.00 €;7;;1Kt.;;;Naschereien & Snacks
;21506;Reiswaffeln mit Joghurtschokolade;;kbA;NL;;1.24 €;7;;12/100g;;;Naschereien & Snacks
;21504;Reiswaffeln mit Zartbitterschokolade;;kbA;NL;;1.24 €;7;;12/100g;;;Naschereien & Snacks
;48078;Kokos-Datteln;;kbA;DE;;2.09 €;7;;6/200g;;;Naschereien & Snacks
;45826;Bananenchips gesalzen;;kbA;PH;;1.99 €;7;;6/250g;;;Naschereien & Snacks
;40284;Amaranth gepufft ;Neuheit, kompostierbarer Beutel;kbA;IN;;1.49 €;7;;6x150g;;;Bode Bio Box
;41676;Aprikosen ;Neuheit, kompostierbarer Beutel;kbA;TR/UZ;;2.29 €;7;;6x200g;;;Bode Bio Box
;40257;Basmatireis Vollkorn ;Neuheit, kompostierbarer Beutel;kbA;PK/IN;;2.39 €;7;;6x500g;;;Bode Bio Box
;40258;Basmatireis weiß ;Neuheit, kompostierbarer Beutel;kbA;PK/IN;;2.49 €;7;;6x500g;;;Bode Bio Box
;40250;Berglinsen grün (Typ du Puy) ;Neuheit, kompostierbarer Beutel;kbA;CA;;2.69 €;7;;6x500g;;;Bode Bio Box
;41688;Cashewkerne;Neuheit, kompostierbarer Beutel;kbA;CI/VN;;3.09 €;7;;6x200g;;;Bode Bio Box
;41689;Cashew-Stücke ;Neuheit, kompostierbarer Beutel;kbA;CI/VN;;2.89 €;7;;6x200g;;;Bode Bio Box
;40262;Chiasaat schwarz ;Neuheit, kompostierbarer Beutel;kbA;PY;;5.19 €;7;;6x500g;;;Bode Bio Box
;41675;Coffee Kick ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.99 €;7;;6x200g;;;Bode Bio Box
;40282;Couch Crunch sweet & Salty ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.29 €;7;;6x175g;;;Bode Bio Box
;40253;Couscous Vollkorn ;Neuheit, kompostierbarer Beutel;kbA;IT;;2.39 €;7;;6x500g;;;Bode Bio Box
;41683;Cranberries gesüßt mit Apfeldicksaft ;Neuheit, kompostierbarer Beutel;kbA;CA;;2.49 €;7;;6x125g;;;Bode Bio Box
;40239;Crunchy Dinkel ;Neuheit, kompostierbarer Beutel;kbA;DE;;3.69 €;7;;6x500g;;;Bode Bio Box
;40238;Crunchy Erdbeer (Hafer) ;Neuheit, kompostierbarer Beutel;kbA;DE;;4.19 €;7;;6x500g;;;Bode Bio Box
;40240;Crunchy Frucht (Hafer) bio 6x500g;Neuheit, kompostierbarer Beutel;kbA;DE;;3.39 €;7;;6x500g;;;Bode Bio Box
;40267;Datteln entsteint Deglet Nour ;Neuheit, kompostierbarer Beutel;kbA;TN;;1.89 €;7;;6x250g;;;Bode Bio Box
;40268;Datteln Medjool ;Neuheit, kompostierbarer Beutel;kbA;IL/PS;;3.49 €;7;;6x250g;;;Bode Bio Box
;40232;Dinkelflocken ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.39 €;7;;6x500g;;;Bode Bio Box
;40243;Feigen ;Neuheit, kompostierbarer Beutel;kbA;TR;;5.09 €;7;;6x500g;;;Bode Bio Box
;41659;Gojibeeren getrocknet;Neuheit, kompostierbarer Beutel;kbA;CN;;2.39 €;7;;6x100g;;;Bode Bio Box
;40233;Haferflocken fein ;Neuheit, kompostierbarer Beutel;kbA;SE;;1.99 €;7;;6x500g;;;Bode Bio Box
;40365;Haferflocken grob ;Neuheit, kompostierbarer Beutel;kbA;SE;;1.99 €;7;;6x500g;;;Bode Bio Box
;40276;Hanfsamen geschält;Neuheit, kompostierbarer Beutel;kbA;CN ;;2.79 €;7;;6x200g;;;Bode Bio Box
;41670;Haselnusskerne;Neuheit, kompostierbarer Beutel;kbA;TR/IT/AZ;;2.74 €;7;;6x200g;;;Bode Bio Box
;40252;Hirse ;Neuheit, kompostierbarer Beutel;kbA;UA/PL;;2.34 €;7;;6x500g;;;Bode Bio Box
;40244;Hülsenfrüchte Mix ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.59 €;7;;6x500g;;;Bode Bio Box
;40255;Jasminreis weiß ;Neuheit, kompostierbarer Beutel;kbA;TH;;2.59 €;7;;6x500g;;;Bode Bio Box
;40281;Kakao Nibs ungeröstet;Neuheit, kompostierbarer Beutel;kbA;PER;;3.29 €;7;;6x250g;;;Bode Bio Box
;40248;Kichererbsen ;Neuheit, kompostierbarer Beutel;kbA;TR;;2.59 €;7;;6x500g;;;Bode Bio Box
;41685;Knack- und Fruchtmischung ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.49 €;7;;6x175g;;;Bode Bio Box
;40269;Kokoschips geröstet ungesüßt ;Neuheit, kompostierbarer Beutel;kbA;LK;;2.19 €;7;;6x250g;;;Bode Bio Box
;40366;Kokosraspel medium ;Neuheit, kompostierbarer Beutel;kbA;LK;;2.49 €;7;;6x200g;;;Bode Bio Box
;41687;Kürbiskerne dunkelgrün Europa;Neuheit, kompostierbarer Beutel;kbA;AU/UA/CZ;;3.09 €;7;;6x200g;;;Bode Bio Box
;40261;Leinsaat braun ;Neuheit, kompostierbarer Beutel;kbA;IN;;2.84 €;7;;6x500g;;;Bode Bio Box
;40247;Linsen braun (Teller, Laird) ;Neuheit, kompostierbarer Beutel;kbA;TR/IT;;3.09 €;7;;6x500g;;;Bode Bio Box
;40246;Linsen rot ;Neuheit, kompostierbarer Beutel;kbA;TR;;3.49 €;7;;6x500g;;;Bode Bio Box
;40245;Linsen schwarz (Beluga) ;Neuheit, kompostierbarer Beutel;kbA;CA;;2.74 €;7;;6x500g;;;Bode Bio Box
;41686;Luxusleben - Macadamia Nuss-Frucht-Mix;ohne Rosinen, Neuheit, kompostierbarer Beutel;kbA;DE;;2.89 €;7;;6x175g;;;Bode Bio Box
;40230;Macadamia-Nusskerne roh Premium ;Neuheit, kompostierbarer Beutel;kbA;AU/KE;;2.89 €;7;;6x100g;;;Bode Bio Box
;41671;Mandeln blanchiert ;Neuheit, kompostierbarer Beutel;kbA;ES/IT;;3.79 €;7;;6x200g;;;Bode Bio Box
;41672;Mandeln braun;Neuheit, kompostierbarer Beutel;kbA;ES/IT;;3.69 €;7;;6x200g;;;Bode Bio Box
;40278;Mangostreifen ;Neuheit, kompostierbarer Beutel;kbA;BF;;3.79 €;7;;6x200g;;;Bode Bio Box
;40277;Maulbeeren hell ;Neuheit, kompostierbarer Beutel;kbA;IR/TR;;2.19 €;7;;6x200g;;;Bode Bio Box
;40251;Mungbohnen;Neuheit, kompostierbarer Beutel;kbA;CN;;2.99 €;7;;6x500g;;;Bode Bio Box
;40237;Müsli Basis ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.19 €;7;;6x500g;;;Bode Bio Box
;40235;Müsli Früchte ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.49 €;7;;6x500g;;;Bode Bio Box
;40236;Müsli Low Carb Protein plus ;Neuheit, kompostierbarer Beutel;kbA;DE;;3.39 €;7;;6x500g;;;Bode Bio Box
;40234;Müsli Nuss ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.89 €;7;;6x500g;;;Bode Bio Box
;40280;Müsli Schoko ;Neuheit, kompostierbarer Beutel;kbA;DE;;3.09 €;7;;6x500g;;;Bode Bio Box
;41674;Nuss-Frucht Mix Superfood mit Paranüssen;Neuheit, kompostierbarer Beutel;kbA;DE;;2.89 €;7;;6x200g;;;Bode Bio Box
;40272;Nusskernmischung mit Pekannusskernen;Neuheit, kompostierbarer Beutel;kbA;DE;;3.79 €;7;;6x250g;;;Bode Bio Box
;41673;Paranusskerne;Neuheit, kompostierbarer Beutel;kbA;BO/PE;;4.34 €;7;;6x200g;;;Bode Bio Box
;40231;Pekannusskerne ;Neuheit, kompostierbarer Beutel;kbA;ZA;;2.64 €;7;;6x100g;;;Bode Bio Box
;41658;Pinienkerne ;Neuheit, kompostierbarer Beutel;kbA;RU/CN;;4.49 €;7;;6x100g;;;Bode Bio Box
;40273;Pistazien geröstet gesalzen in Schale;Neuheit, kompostierbarer Beutel;kbA;TR/IT/ES;;5.19 €;7;;6x250g;;;Bode Bio Box
;40212;Porridge Apfel & Zimt mit Quinoa ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.59 €;7;;6x400g;;;Bode Bio Box
;41660;Quinoa gepufft ;Neuheit, kompostierbarer Beutel;kbA;DE;;1.69 €;7;;6x100g;;;Bode Bio Box
;40264;Quinoa Porridge Beeren & Erdmandeln ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.69 €;7;;6x400g;;;Bode Bio Box
;40263;Quinoa Porridge Chia & Vanille;Neuheit, kompostierbarer Beutel;kbA;DE;;3.29 €;7;;6x400g;;;Bode Bio Box
;40275;Quinoa Tricolore;Neuheit, kompostierbarer Beutel;kbA;DE;;1.89 €;7;;6x250g;;;Bode Bio Box
;40254;Quinoa weiß ;Neuheit, kompostierbarer Beutel;kbA;PE/BO;;3.29 €;7;;6x500g;;;Bode Bio Box
;40265;Quinoaflocken ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.29 €;7;;6x250g;;;Bode Bio Box
;40256;Risottoreis weiß ;Neuheit, kompostierbarer Beutel;kbA;IT;;2.79 €;7;;6x500g;;;Bode Bio Box
;41684;Salat Topping ;Neuheit, kompostierbarer Beutel;kbA;DE;;1.79 €;7;;6x175g;;;Bode Bio Box
;40260;Sesamsaat ungeschält ;Neuheit, kompostierbarer Beutel;kbA;IN/UG;;2.94 €;7;;6x500g;;;Bode Bio Box
;40259;Sonnenblumenkerne Europa;Neuheit, kompostierbarer Beutel;kbA;IT;;3.14 €;7;;6x500g;;;Bode Bio Box
;40270;Studentenfutter mit Cranberries mit Pekannusskernen;Neuheit, kompostierbarer Beutel;kbA;DE;;2.99 €;7;;6x250g;;;Bode Bio Box
;40271;Studentenfutter mit Pekannusskernen;Neuheit, kompostierbarer Beutel;kbA;DE;;2.89 €;7;;6x250g;;;Bode Bio Box
;40242;Sultaninen ;Neuheit, kompostierbarer Beutel;kbA;UZ/TR;;2.89 €;7;;6x500g;;;Bode Bio Box
;40279;Vier-Flocken-Mischung ;Neuheit, kompostierbarer Beutel;kbA;DE;;2.09 €;7;;6x500g;;;Bode Bio Box
;41682;Walnusskerne hell ;Neuheit, kompostierbarer Beutel;kbA;MD/UA;;2.19 €;7;;6x125g;;;Bode Bio Box
;40274;Walnussstücke hell ;Neuheit, kompostierbarer Beutel;kbA;MD/UA;;3.19 €;7;;6x250g;;;Bode Bio Box
;40283;Zaubernuss Macadamia-Nuss-Mix ;Neuheit, kompostierbarer Beutel;kbA;DE;;3.59 €;7;;6x175g;;;Bode Bio Box
;25004;Berberitzen Rohkost ;Bode Exklusiv;kbA;IR;;17.91 €;7;;5kg;;;Trockenfrüchte
;22501;Datteln Medjool ;Bode Exklusiv;kbA;IL;;11.43 €;7;;5kg;;;Trockenfrüchte
;22667;"Feigen ""spanische Goldfeige"" Premium";Bode Exklusiv;kbA;ES;;7.62 €;7;;10kg;;;Trockenfrüchte
;22180;Kokosnuss Streifen (smile) Rohkost;Bode Exklusiv;kbA;LK;;8.15 €;7;;10kg;;;Trockenfrüchte
;22643;Minifeigen Iran aus dem Zagrosgebirge ;Bode Exklusiv;kbA;IR;;13.65 €;7;;5kg;;;Trockenfrüchte
;22673;Physalis ganz getrocknet;Bode Exklusiv;kbA;PE;;16.85 €;7;;20kg;;;Trockenfrüchte
;22463;Cashewkerne 240er Premium                      ;Bode Exklusiv;kbA;VN;;13.39 €;7;;22,68kg;;;Nusskerne
;23497;Erdmandeln ganz braun 6-10mm;Bode Exklusiv;kbA;GQ;;8.37 €;7;;25kg;;;Nusskerne
;23499;Erdmandeln geschält large 12-15mm;Bode Exklusiv;kbA;GQ;;10.12 €;7;;25kg;;;Nusskerne
;22448;Mandeln braun Jumbo süß Premium;Bode Exklusiv;kbA;ES/IT;;15.57 €;7;;25kg;;;Nusskerne
;22417;Pinienkerne;Bode Exklusiv;kbA;CN;;38.14 €;7;;25kg;;;Nusskerne
;22455;Pistazienkerne grün;Bode Exklusiv;kbA;TR/IR;;59.36 €;7;;10kg;;;Nusskerne
;21628;Chiasaat schwarz;Bode Exklusiv;kbA;AR;;8.36 €;7;;25kg;;;Saaten
;20448;KAMUT® Khorasan Weizen;Bode Exklusiv;kbA;CA;;3.87 €;7;;25kg;;;Saaten
;21384;Quinoa Tricolore;Bode Exklusiv;kbA;DE;;5.14 €;7;;12,5kg;;;Saaten
;22510;Aprikosen Demeter, Nr. 3-4;Demeter, Bode Exklusiv;kbdA*;TR;;9.16 €;7;;12,5kg;;;Bode Bio Box
;20412;Dinkel Demeter;Demeter, Bode Exklusiv;kbdA*;DE;;3.48 €;7;;25kg;;;Bode Bio Box
;22562;Feigen Protoben Nr. 6 Demeter;Demeter, Bode Exklusiv;kbdA*;TR;;11.28 €;7;;12,5kg;;;Bode Bio Box
;23429;Gerstenmalzextrakt Demeter;Demeter, Bode Exklusiv;kbdA*;DE;;6.86 €;7;;10kg;;;Bode Bio Box
;20409;Grünkern Demeter ;Demeter, Bode Exklusiv;kbdA*;DE;;4.86 €;7;;25kg;;;Bode Bio Box
;20607;Hirse geschält Demeter;Demeter, Bode Exklusiv;kbdA*;AT/CZ;;5.18 €;7;;25kg;;;Bode Bio Box
;20411;Nackthafer Demeter ;Demeter, Bode Exklusiv;kbdA*;DE;;2.83 €;7;;25kg;;;Bode Bio Box
;21001;Oliven dunkel entsteint in Lake Demeter;Demeter, Bode Exklusiv;kbdA*;GR;;10.88 €;7;;11kg;;;Bode Bio Box
;21357;Olivenöl nativ extra Demeter Griechenland Metallkanister;Demeter, Bode Exklusiv;kbdA*;GR;;13.81 €;7;;5L;;;Bode Bio Box
;21394;Olivenöl nativ extra Demeter Spanien Metallkanister;Demeter, Bode Exklusiv;kbdA*;ES;;13.81 €;7;;3L;;;Bode Bio Box
;20429;Roggen Demeter;Demeter, Bode Exklusiv;kbdA*;DE;;1.44 €;7;;25kg;;;Bode Bio Box
;20599;Roggenröstmalz 500-800 gemahlen Demeter;Demeter, Bode Exklusiv;kbdA*;DE;;4.02 €;7;;25kg;;;Bode Bio Box
;23342;Rohrohrzucker hell Demeter;Demeter, Bode Exklusiv;kbdA*;PY;;2.96 €;7;;25kg;;;Bode Bio Box
;25017;Rübenzucker Demeter;Demeter, Bode Exklusiv;kbdA*;CH/DE;;3.38 €;7;;25kg;;;Bode Bio Box
;21726;Sesamsaat ungeschält Demeter Ägypten;Demeter, Bode Exklusiv;kbdA*;EG;;5.88 €;7;;25kg;;;Bode Bio Box
;21616;Sonnenblumenkerne Demeter;Demeter, Bode Exklusiv;kbdA*;HU;;4.86 €;7;;25kg;;;Bode Bio Box
;22540;Sultaninen Demeter Türkei ;Demeter, Bode Exklusiv;kbdA*;TR;;5.24 €;7;;12,5kg;;;Bode Bio Box
;20433;Weizen Demeter;Demeter, Bode Exklusiv;kbdA*;DE;;1.73 €;7;;25kg;;;Bode Bio Box
;23495;Weizenmehl Type 405 Demeter;Demeter, Bode Exklusiv;kbdA*;DE;;1.46 €;7;;25kg;;;Bode Bio Box
;22412;Haselnusskerne Demeter;Demeter, Bode Exklusiv;kbdA*;TR;;13.52 €;7;;25kg;;;Bode Bio Box
;20835;Pane Picco Sesam-Schwarzkümmel aus Dinkel Demeter  ;Demeter, Bode Exklusiv;kbdA*;DE;;13.46 €;7;;4kg;;;Bode Bio Box
;20932;Schoko-Haselnuss-Cookies Demeter lose ;Demeter, Bode Exklusiv;kbdA*;DE;;13.76 €;7;;5,5kg;;;Bode Bio Box
;20917;Callets ca. 10 mm weiße Schokolade Fairtrade ;Fairtrade, Bode Exklusiv;kbA;BE;;15.46 €;7;;16kg;;;Bode Bio Box
;20775;Callets ca. 10 mm weiße Schokolade Fairtrade ;Fairtrade, Bode Exklusiv;kbA;BE;;13.51 €;7;;16kg;;;Bode Bio Box
;22046;Rohrohrzucker Fairtrade ;Fairtrade, Bode Exklusiv;kbA;PY;;2.33 €;7;;25kg;;;Bode Bio Box
;91342;Kokosmilch Fairtrade 12x400ml ;Fairtrade, Bode Exklusiv;kbA;LK;;1.55 €;7;;12/400ml;;;Bode Bio Box
;20837;Himbeeren in Zartbitterschokolade Fairtrade ;Fairtrade, Bode Exklusiv;kbA;AT;;22.73 €;7;;10kg;;;Bode Bio Box
;40223;Himbeeren in Zartbitterschokolade Fairtrade ;Fairtrade, Bode Exklusiv;kbA;AT;;23.52 €;7;;5kg;;;Bode Bio Box
;20851;Erdbeeren in Zartbitterschokolade Fairtrade ;Fairtrade, Bode Exklusiv;kbA;AT;;22.57 €;7;;10kg;;;Bode Bio Box
;40224;Erdbeeren in Zartbitterschokolade Fairtrade ;Fairtrade, Bode Exklusiv;kbA;AT;;23.36 €;7;;5kg;;;Bode Bio Box
;20860;Heidelb., Himb. und Erdb.stücke in drei Schokoladen;Fairtrade, Bode Exklusiv;kbA;AT;;22.57 €;7;;10kg;;;Bode Bio Box
;40225;Heidelb., Himb. und Erdb.stücke in drei Schokoladen;Fairtrade, Bode Exklusiv;kbA;AT;;23.36 €;7;;5kg;;;Bode Bio Box
;20852;Haselnüsse geröstet in Vollmilchschokolade Fairtrade ;Fairtrade, Bode Exklusiv;kbA;AT;;16.21 €;7;;10kg;;;Bode Bio Box
;40227;Haselnüsse geröstet in Vollmilchschokolade Fairtrade;Fairtrade, Bode Exklusiv;kbA;AT;;17.00 €;7;;5kg;;;Bode Bio Box
;20861;Mandeln geröstet in Reis-Zimt-Veganolade Fairtrade;Fairtrade, Bode Exklusiv;kbA;AT;;23.57 €;7;;10kg;;;Bode Bio Box
;40228;Mandeln geröstet in Reis-Zimt-Veganolade Fairtrade;Fairtrade, Bode Exklusiv;kbA;AT;;24.31 €;7;;5kg;;;Bode Bio Box
;20840;"Haselnüsse geröstet in Vollmilch-Lebkuchenschokolade
Fairtrade ";Fairtrade, Bode Exklusiv;kbA;AT;;15.74 €;7;;10kg;;;Bode Bio Box
;40229;"Haselnüsse geröstet in Vollmilch-Lebkuchenschokolade
Fairtrade ";Fairtrade, Bode Exklusiv;kbA;AT;;16.69 €;7;;5kg;;;Bode Bio Box
;40284;Amaranth gepufft ;Plastikfrei verpackt, Bode Exklusiv;kbA;IN;;1.49 €;7;;6x150g;;;Bode Bio Box
;41676;Aprikosen ;Plastikfrei verpackt, Bode Exklusiv;kbA;TR/UZ;;2.29 €;7;;6x200g;;;Bode Bio Box
;40257;Basmatireis Vollkorn ;Plastikfrei verpackt, Bode Exklusiv;kbA;PK/IN;;2.39 €;7;;6x500g;;;Bode Bio Box
;40258;Basmatireis weiß ;Plastikfrei verpackt, Bode Exklusiv;kbA;PK/IN;;2.49 €;7;;6x500g;;;Bode Bio Box
;40250;Berglinsen grün (Typ du Puy) ;Plastikfrei verpackt, Bode Exklusiv;kbA;CA;;2.69 €;7;;6x500g;;;Bode Bio Box
;41688;Cashewkerne;Plastikfrei verpackt, Bode Exklusiv;kbA;CI/VN;;3.09 €;7;;6x200g;;;Bode Bio Box
;41689;Cashew-Stücke ;Plastikfrei verpackt, Bode Exklusiv;kbA;CI/VN;;2.89 €;7;;6x200g;;;Bode Bio Box
;40262;Chiasaat schwarz ;Plastikfrei verpackt, Bode Exklusiv;kbA;PY;;5.19 €;7;;6x500g;;;Bode Bio Box
;41675;Coffee Kick ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.99 €;7;;6x200g;;;Bode Bio Box
;40282;Couch Crunch sweet'n'salty ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.29 €;7;;6x175g;;;Bode Bio Box
;40253;Couscous Vollkorn ;Plastikfrei verpackt, Bode Exklusiv;kbA;IT;;2.39 €;7;;6x500g;;;Bode Bio Box
;41683;Cranberries gesüßt mit Apfeldicksaft ;Plastikfrei verpackt, Bode Exklusiv;kbA;CA;;2.49 €;7;;6x125g;;;Bode Bio Box
;40239;Crunchy Dinkel ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;3.69 €;7;;6x500g;;;Bode Bio Box
;40238;Crunchy Erdbeer (Hafer) ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;4.19 €;7;;6x500g;;;Bode Bio Box
;40240;Crunchy Frucht (Hafer);Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;3.39 €;7;;6x500g;;;Bode Bio Box
;40267;Datteln entsteint Deglet Nour ;Plastikfrei verpackt, Bode Exklusiv;kbA;TN;;1.89 €;7;;6x250g;;;Bode Bio Box
;40268;Datteln Medjool ;Plastikfrei verpackt, Bode Exklusiv;kbA;IL/PS;;3.49 €;7;;6x250g;;;Bode Bio Box
;40232;Dinkelflocken ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.39 €;7;;6x500g;;;Bode Bio Box
;40243;Feigen ;Plastikfrei verpackt, Bode Exklusiv;kbA;TR;;5.09 €;7;;6x500g;;;Bode Bio Box
;41659;Gojibeeren getrocknet;Plastikfrei verpackt, Bode Exklusiv;kbA;CN;;2.39 €;7;;6x100g;;;Bode Bio Box
;40233;Haferflocken fein ;Plastikfrei verpackt, Bode Exklusiv;kbA;SE;;1.99 €;7;;6x500g;;;Bode Bio Box
;40365;Haferflocken grob ;Plastikfrei verpackt, Bode Exklusiv;kbA;SE;;1.99 €;7;;6x500g;;;Bode Bio Box
;40276;Hanfsamen geschält;Plastikfrei verpackt, Bode Exklusiv;kbA;CN ;;2.79 €;7;;6x200g;;;Bode Bio Box
;41670;Haselnusskerne;Plastikfrei verpackt, Bode Exklusiv;kbA;TR/IT/AZ;;2.74 €;7;;6x200g;;;Bode Bio Box
;40252;Hirse ;Plastikfrei verpackt, Bode Exklusiv;kbA;UA/PL;;2.34 €;7;;6x500g;;;Bode Bio Box
;40244;Hülsenfrüchte Mix ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.59 €;7;;6x500g;;;Bode Bio Box
;40255;Jasminreis weiß ;Plastikfrei verpackt, Bode Exklusiv;kbA;TH;;2.59 €;7;;6x500g;;;Bode Bio Box
;40281;Kakao Nibs ungeröstet;Plastikfrei verpackt, Bode Exklusiv;kbA;;;3.29 €;7;;6x250g;;;Bode Bio Box
;40248;Kichererbsen ;Plastikfrei verpackt, Bode Exklusiv;kbA;TR;;2.59 €;7;;6x500g;;;Bode Bio Box
;41685;Knack- und Fruchtmischung ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.49 €;7;;6x175g;;;Bode Bio Box
;40269;Kokoschips geröstet ungesüßt ;Plastikfrei verpackt, Bode Exklusiv;kbA;LK;;2.19 €;7;;6x250g;;;Bode Bio Box
;40366;Kokosraspel medium ;Plastikfrei verpackt, Bode Exklusiv;kbA;LK;;2.49 €;7;;6x200g;;;Bode Bio Box
;41687;Kürbiskerne dunkelgrün Europa;Plastikfrei verpackt, Bode Exklusiv;kbA;AU/UA/CZ;;3.09 €;7;;6x200g;;;Bode Bio Box
;40261;Leinsaat braun ;Plastikfrei verpackt, Bode Exklusiv;kbA;IN;;2.84 €;7;;6x500g;;;Bode Bio Box
;40247;Linsen braun (Teller, Laird) ;Plastikfrei verpackt, Bode Exklusiv;kbA;TR/IT;;3.09 €;7;;6x500g;;;Bode Bio Box
;40246;Linsen rot ;Plastikfrei verpackt, Bode Exklusiv;kbA;TR;;3.49 €;7;;6x500g;;;Bode Bio Box
;40245;Linsen schwarz (Beluga) ;Plastikfrei verpackt, Bode Exklusiv;kbA;CA;;2.74 €;7;;6x500g;;;Bode Bio Box
;41686;Luxusleben - Macadamia Nuss-Frucht-Mix;ohne Rosinen, Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.89 €;7;;6x175g;;;Bode Bio Box
;40230;Macadamia-Nusskerne roh Premium ;Plastikfrei verpackt, Bode Exklusiv;kbA;AU/KE;;2.89 €;7;;6x100g;;;Bode Bio Box
;41671;Mandeln blanchiert ;Plastikfrei verpackt, Bode Exklusiv;kbA;ES/IT;;3.79 €;7;;6x200g;;;Bode Bio Box
;41672;Mandeln braun;Plastikfrei verpackt, Bode Exklusiv;kbA;ES/IT;;3.69 €;7;;6x200g;;;Bode Bio Box
;40278;Mangostreifen ;Plastikfrei verpackt, Bode Exklusiv;kbA;BF;;3.79 €;7;;6x200g;;;Bode Bio Box
;40277;Maulbeeren hell ;Plastikfrei verpackt, Bode Exklusiv;kbA;IR/TR;;2.19 €;7;;6x200g;;;Bode Bio Box
;40251;Mungbohnen;Plastikfrei verpackt, Bode Exklusiv;kbA;CN;;2.99 €;7;;6x500g;;;Bode Bio Box
;40237;Müsli Basis ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.19 €;7;;6x500g;;;Bode Bio Box
;40235;Müsli Früchte ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.49 €;7;;6x500g;;;Bode Bio Box
;40236;Müsli Low Carb Protein plus ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;3.39 €;7;;6x500g;;;Bode Bio Box
;40234;Müsli Nuss ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.89 €;7;;6x500g;;;Bode Bio Box
;40280;Müsli Schoko ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;3.09 €;7;;6x500g;;;Bode Bio Box
;41674;Nuss-Frucht Mix Superfood mit Paranüssen;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.89 €;7;;6x200g;;;Bode Bio Box
;40272;Nusskernmischung mit Pekannusskernen;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;3.79 €;7;;6x250g;;;Bode Bio Box
;41673;Paranusskerne;Plastikfrei verpackt, Bode Exklusiv;kbA;BO/PE;;4.34 €;7;;6x200g;;;Bode Bio Box
;40231;Pekannusskerne ;Plastikfrei verpackt, Bode Exklusiv;kbA;ZA;;2.64 €;7;;6x100g;;;Bode Bio Box
;41658;Pinienkerne ;Plastikfrei verpackt, Bode Exklusiv;kbA;RU/CN;;4.49 €;7;;6x100g;;;Bode Bio Box
;40273;Pistazien geröstet gesalzen in Schale;Plastikfrei verpackt, Bode Exklusiv;kbA;TR/IT/ES;;5.19 €;7;;6x250g;;;Bode Bio Box
;40212;Porridge Apfel & Zimt mit Quinoa ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.59 €;7;;6x400g;;;Bode Bio Box
;41660;Quinoa gepufft ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;1.69 €;7;;6x100g;;;Bode Bio Box
;40264;Quinoa Porridge Beeren & Erdmandeln ;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;2.69 €;7;;6x400g;;;Bode Bio Box
;40263;Quinoa Porridge Chia & Vanille;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;3.29 €;7;;6x400g;;;Bode Bio Box
;40275;Quinoa Tricolore;Plastikfrei verpackt, Bode Exklusiv;kbA;DE;;1.89 €;7;;6x250g;;;Bode Bio Box
