Status;Bestellnummer;Name;Notiz;Produzent;Herkunft;Einheit;Nettopreis;MwSt;Pfand;Gebindegröße;Leer1;Leer2;Kategorie
;21948;Erdnüsse in Vollmilchschokolade, 5kg;5kg, 10.31 €/Einheit;kbA;NL;250g;2.5;7;;20;;;Naschereien & Snacks
;22041;Fruchtgummibärchen ohne Gelantine, 2,5kg;2,5kg, 9.91 €/Einheit;kbA;DE;100g;0.96;7;;25;;;Naschereien & Snacks
;22043;Fruttini-Mix sauer gez. ohne Gelantine, 2,5kg;2,5kg, 9.91 €/Einheit;kbA;DE;100g;0.96;7;;25;;;Naschereien & Snacks
;21939;Gummibärchen, 5kg;5kg, 9.91 €/Einheit;kbA;FR;250g;2.4;7;;20;;;Naschereien & Snacks
;22042;Joghurt Früchte, 3kg;3kg, 11.64 €/Einheit;kbA;DE;250g;2.82;7;;12;;;Naschereien & Snacks
;21955;Nuss-Frucht-Mischung schokoliert, 10kg;10kg, 9.59 €/Einheit;kbA;DE;500g;4.65;7;;20;;;Naschereien & Snacks
;21949;Sultanas in Zartbitterschokolade, 5kg;5kg, 9.67 €/Einheit;kbA;NL;250g;2.34;7;;20;;;Naschereien & Snacks
;22189;Veggie-Hearts - Fruchtgummi mit Maisstärke, 5kg;5kg, 9.96 €/Einheit;kbA;DE;250g;2.42;7;;20;;;Naschereien & Snacks
;22190;Veggie-Vine-Gums - Fruchtgummi mit Maisstärke, 5kg;5kg, 9.96 €/Einheit;kbA;DE;250g;2.42;7;;20;;;Naschereien & Snacks
;22191;Veggie-Beeren-Mix sauer-Fruchtgummi mit Maisstärke, 5kg;5kg, 9.96 €/Einheit;kbA;DE;250g;2.42;7;;20;;;Naschereien & Snacks
;22192;Veggie-Helix Lakritzschnecken, 2,0kg;2,0kg, 9.96 €/Einheit;kbA;DE;100g;0.97;7;;20;;;Naschereien & Snacks
;25091;Espressobohnen schokoliert, 20kg;20kg, 25.97 €/Einheit;kbA;DE;1kg;25.19;7;;20;;;Naschereien & Snacks
;48081;Espressobohnen schokoliert, 5kg;5kg, 26.69 €/Einheit;kbA;DE;250g;6.47;7;;20;;;Naschereien & Snacks
;21756;Marzipankartoffeln, 3kg;3kg, 22.09 €/Einheit;kbA;DE;250g;5.36;7;;12;;;Naschereien & Snacks
;21393;Lemon Biscuit glutenfrei lose, 3kg;3kg, 15.84 €/Einheit;kbA;BE;250g;3.84;7;;12;;;Naschereien & Snacks
;21652;"Belgische Spekulatius ""all season"" glutenfrei lose, 3kg";3kg, 17.35 €/Einheit;kbA;BE;250g;4.21;7;;12;;;Naschereien & Snacks
;20835;Pane Picco Sesam-Schwarzkümmel aus Dinkel Demeter 4kg, 4kg;4kg, 13.46 €/Einheit;kbdA*;DE;250g;3.26;7;;16;;;Naschereien & Snacks
;20932;Schoko-Haselnuss-Cookies Demeter lose, 5,5kg;5,5kg, 13.76 €/Einheit;kbdA*;DE;250g;3.34;7;;22;;;Naschereien & Snacks
;20849;"Oliven Snacks ""Kräuter der Provence"" aus Dinkel, 6,5kg";6,5kg, 15.68 €/Einheit;kbA;DE;500g;7.6;7;;13;;;Naschereien & Snacks
;20850;Cashewkerne Kokos-Curry, 10kg;10kg, 20.19 €/Einheit;kbA;AT;500g;9.79;7;;20;;;Naschereien & Snacks
;40219;Cashewkerne Kokos-Curry, 5kg;5kg, 20.97 €/Einheit;kbA;AT;250g;5.09;7;;20;;;Naschereien & Snacks
;20859;Mandeln Tomate-Kräuter geröstet, 10kg;10kg, 22.57 €/Einheit;kbA;AT;500g;10.95;7;;20;;;Naschereien & Snacks
;40220;Mandeln Tomate-Kräuter geröstet, 5kg;5kg, 23.36 €/Einheit;kbA;AT;250g;5.66;7;;20;;;Naschereien & Snacks
;20936;Kichererbsen würzig geröstet, 10kg;10kg, 11.44 €/Einheit;kbA;AT;500g;5.55;7;;20;;;Naschereien & Snacks
;40221;Kichererbsen würzig geröstet, 5kg;5kg, 12.23 €/Einheit;kbA;AT;250g;2.97;7;;20;;;Naschereien & Snacks
;20838;Sojasnack würzig geröstet, 10kg;10kg, 9.06 €/Einheit;kbA;AT;500g;4.39;7;;20;;;Naschereien & Snacks
;40222;Sojasnack würzig geröstet, 5kg;5kg, 9.84 €/Einheit;kbA;AT;250g;2.39;7;;20;;;Naschereien & Snacks
;20837;Himbeeren in Zartbitterschokolade Fairtrade, 10kg;10kg, 22.73 €/Einheit;kbA;AT;500g;11.02;7;;20;;;Naschereien & Snacks
;40223;Himbeeren in Zartbitterschokolade Fairtrade, 5kg;5kg, 23.52 €/Einheit;kbA;AT;250g;5.7;7;;20;;;Naschereien & Snacks
;20851;Erdbeeren in Zartbitterschokolade Fairtrade, 10kg;10kg, 22.57 €/Einheit;kbA;AT;500g;10.95;7;;20;;;Naschereien & Snacks
;40224;Erdbeeren in Zartbitterschokolade Fairtrade, 5kg;5kg, 23.36 €/Einheit;kbA;AT;250g;5.66;7;;20;;;Naschereien & Snacks
;20860;Heidelb., Himb. und Erdb. in drei Schokoladen, 10kg;10kg, 22.57 €/Einheit, Fairtrade;kbA;AT;500g;10.95;7;;20;;;Naschereien & Snacks
;40225;Heidelb., Himb. und Erdb. in drei Schokoladen, 5kg;5kg, 23.36 €/Einheit, Fairtrade;kbA;AT;250g;5.66;7;;20;;;Naschereien & Snacks
;20839;Mandeln geröstet in Zartbitterschokolade vegan, 10kg;10kg, 17.64 €/Einheit;kbA;AT;500g;8.56;7;;20;;;Naschereien & Snacks
;40226;Mandeln geröstet in Zartbitterschokolade vegan, 5kg;5kg, 18.43 €/Einheit;kbA;AT;250g;4.47;7;;20;;;Naschereien & Snacks
;20852;Haselnüsse geröstet in Vollmilchschokolade Fairtrade, 10kg;10kg, 16.21 €/Einheit;kbA;AT;500g;7.86;7;;20;;;Naschereien & Snacks
;40227;Haselnüsse geröstet in Vollmilchschokolade Fairtrade, 5kg;5kg, 17.00 €/Einheit;kbA;AT;250g;4.12;7;;20;;;Naschereien & Snacks
;20861;Mandeln geröstet in Reis-Zimt-Veganolade Fairtrade, 10kg;10kg, 23.57 €/Einheit;kbA;AT;500g;11.43;7;;20;;;Naschereien & Snacks
;40228;Mandeln geröstet in Reis-Zimt-Veganolade Fairtrade, 5kg;5kg, 24.31 €/Einheit;kbA;AT;250g;5.9;7;;20;;;Naschereien & Snacks
;20840;Haselnüsse geröstet in Vollmilch-Lebkuchenschokolade, 10kg;10kg, 15.74 €/Einheit;kbA;AT;500g;7.63;7;;20;;;Naschereien & Snacks
;40229;Haselnüsse geröstet in Vollmilch-Lebkuchenschokolade, 5kg;5kg, 16.69 €/Einheit;kbA;AT;250g;4.05;7;;20;;;Naschereien & Snacks
;41948;Erdnüsse in Vollmilchschokolade, 6/125g;6/125g, 1.89 €/Einheit;kbA;NL;125g;1.83;7;;6;;;Naschereien & Snacks
;41923;Fruchtgummibärchen ohne Gelantine, 12/125g;12/125g, 1.89 €/Einheit;kbA;DE;125g;1.83;7;;12;;;Naschereien & Snacks
;41925;Fruttini-Mix sauer gezucket ohne Gelantine, 12/125g;12/125g, 1.89 €/Einheit;kbA;DE;125g;1.83;7;;12;;;Naschereien & Snacks
;41950;Nuss-Frucht-Mischung schokoliert, 6/125g;6/125g, 1.89 €/Einheit;kbA;DE;125g;1.83;7;;6;;;Naschereien & Snacks
;21909;Lakritzschlangen glutenfrei, 24/50g;24/50g, 0.95 €/Einheit;kbA;NL;50g;0.92;7;;24;;;Naschereien & Snacks
;21910;Lakritzstangen 100Stk. a 5,5g, 1Kt.;1Kt., 13.00 €/Einheit;kbA;NL;Kt.;12.61;7;;1;;;Naschereien & Snacks
;21506;Reiswaffeln mit Joghurtschokolade, 12/100g;12/100g, 1.24 €/Einheit;kbA;NL;100g;1.2;7;;12;;;Naschereien & Snacks
;21504;Reiswaffeln mit Zartbitterschokolade, 12/100g;12/100g, 1.24 €/Einheit;kbA;NL;100g;1.2;7;;12;;;Naschereien & Snacks
;40284;Amaranth gepufft, 6x150g;6x150g, 1.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;IN;150g;1.45;7;;6;;;Bode Bio Box
;41676;Aprikosen, 6x200g;6x200g, 2.29 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TR/UZ;200g;2.22;7;;6;;;Bode Bio Box
;40257;Basmatireis Vollkorn, 6x500g;6x500g, 2.39 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;PK/IN;500g;2.32;7;;6;;;Bode Bio Box
;40258;Basmatireis weiß, 6x500g;6x500g, 2.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;PK/IN;500g;2.42;7;;6;;;Bode Bio Box
;40250;Berglinsen grün (Typ du Puy), 6x500g;6x500g, 2.69 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;CA;500g;2.61;7;;6;;;Bode Bio Box
;41688;Cashewkerne, 6x200g;6x200g, 3.09 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;CI/VN;200g;3;7;;6;;;Bode Bio Box
;41689;Cashew-Stücke, 6x200g;6x200g, 2.89 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;CI/VN;200g;2.8;7;;6;;;Bode Bio Box
;40262;Chiasaat schwarz, 6x500g;6x500g, 5.19 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;PY;500g;5.03;7;;6;;;Bode Bio Box
;41675;Coffee Kick, 6x200g;6x200g, 2.99 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;200g;2.9;7;;6;;;Bode Bio Box
;40282;Couch Crunch sweet & Salty, 6x175g;6x175g, 2.29 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;175g;2.22;7;;6;;;Bode Bio Box
;40253;Couscous Vollkorn, 6x500g;6x500g, 2.39 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;IT;500g;2.32;7;;6;;;Bode Bio Box
;41683;Cranberries gesüßt mit Apfeldicksaft, 6x125g;6x125g, 2.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;CA;125g;2.42;7;;6;;;Bode Bio Box
;40239;Crunchy Dinkel, 6x500g;6x500g, 3.69 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;3.58;7;;6;;;Bode Bio Box
;40238;Crunchy Erdbeer (Hafer), 6x500g;6x500g, 4.19 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;4.06;7;;6;;;Bode Bio Box
;40240;Crunchy Frucht (Hafer) bio 6x500g, 6x500g;6x500g, 3.39 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;3.29;7;;6;;;Bode Bio Box
;40267;Datteln entsteint Deglet Nour, 6x250g;6x250g, 1.89 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TN;250g;1.83;7;;6;;;Bode Bio Box
;40268;Datteln Medjool, 6x250g;6x250g, 3.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;IL/PS;250g;3.39;7;;6;;;Bode Bio Box
;40232;Dinkelflocken, 6x500g;6x500g, 2.39 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;2.32;7;;6;;;Bode Bio Box
;40243;Feigen, 6x500g;6x500g, 5.09 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TR;500g;4.94;7;;6;;;Bode Bio Box
;41659;Gojibeeren getrocknet, 6x100g;6x100g, 2.39 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;CN;100g;2.32;7;;6;;;Bode Bio Box
;40233;Haferflocken fein, 6x500g;6x500g, 1.99 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;SE;500g;1.93;7;;6;;;Bode Bio Box
;40365;Haferflocken grob, 6x500g;6x500g, 1.99 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;SE;500g;1.93;7;;6;;;Bode Bio Box
;40276;Hanfsamen geschält, 6x200g;6x200g, 2.79 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;CN ;200g;2.71;7;;6;;;Bode Bio Box
;41670;Haselnusskerne, 6x200g;6x200g, 2.74 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TR/IT/AZ;200g;2.66;7;;6;;;Bode Bio Box
;40252;Hirse, 6x500g;6x500g, 2.34 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;UA/PL;500g;2.27;7;;6;;;Bode Bio Box
;40244;Hülsenfrüchte Mix, 6x500g;6x500g, 2.59 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;2.51;7;;6;;;Bode Bio Box
;40255;Jasminreis weiß, 6x500g;6x500g, 2.59 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TH;500g;2.51;7;;6;;;Bode Bio Box
;40281;Kakao Nibs ungeröstet, 6x250g;6x250g, 3.29 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;PER;250g;3.19;7;;6;;;Bode Bio Box
;40248;Kichererbsen, 6x500g;6x500g, 2.59 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TR;500g;2.51;7;;6;;;Bode Bio Box
;41685;Knack- und Fruchtmischung, 6x175g;6x175g, 2.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;175g;2.42;7;;6;;;Bode Bio Box
;40269;Kokoschips geröstet ungesüßt, 6x250g;6x250g, 2.19 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;LK;250g;2.12;7;;6;;;Bode Bio Box
;40366;Kokosraspel medium, 6x200g;6x200g, 2.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;LK;200g;2.42;7;;6;;;Bode Bio Box
;41687;Kürbiskerne dunkelgrün Europa, 6x200g;6x200g, 3.09 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;AU/UA/CZ;200g;3;7;;6;;;Bode Bio Box
;40261;Leinsaat braun, 6x500g;6x500g, 2.84 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;IN;500g;2.75;7;;6;;;Bode Bio Box
;40247;Linsen braun (Teller, Laird), 6x500g;6x500g, 3.09 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TR/IT;500g;3;7;;6;;;Bode Bio Box
;40246;Linsen rot, 6x500g;6x500g, 3.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TR;500g;3.39;7;;6;;;Bode Bio Box
;40245;Linsen schwarz (Beluga), 6x500g;6x500g, 2.74 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;CA;500g;2.66;7;;6;;;Bode Bio Box
;41686;Luxusleben - Macadamia Nuss-Frucht-Mix, 6x175g;6x175g, 2.89 €/Einheit, ohne Rosinen, Neuheit, kompostierbarer Beutel;kbA;DE;175g;2.8;7;;6;;;Bode Bio Box
;40230;Macadamia-Nusskerne roh Premium, 6x100g;6x100g, 2.89 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;AU/KE;100g;2.8;7;;6;;;Bode Bio Box
;41671;Mandeln blanchiert, 6x200g;6x200g, 3.79 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;ES/IT;200g;3.68;7;;6;;;Bode Bio Box
;41672;Mandeln braun, 6x200g;6x200g, 3.69 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;ES/IT;200g;3.58;7;;6;;;Bode Bio Box
;40278;Mangostreifen, 6x200g;6x200g, 3.79 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;BF;200g;3.68;7;;6;;;Bode Bio Box
;40277;Maulbeeren hell, 6x200g;6x200g, 2.19 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;IR/TR;200g;2.12;7;;6;;;Bode Bio Box
;40251;Mungbohnen, 6x500g;6x500g, 2.99 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;CN;500g;2.9;7;;6;;;Bode Bio Box
;40237;Müsli Basis, 6x500g;6x500g, 2.19 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;2.12;7;;6;;;Bode Bio Box
;40235;Müsli Früchte, 6x500g;6x500g, 2.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;2.42;7;;6;;;Bode Bio Box
;40236;Müsli Low Carb Protein plus, 6x500g;6x500g, 3.39 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;3.29;7;;6;;;Bode Bio Box
;40234;Müsli Nuss, 6x500g;6x500g, 2.89 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;2.8;7;;6;;;Bode Bio Box
;40280;Müsli Schoko, 6x500g;6x500g, 3.09 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;3;7;;6;;;Bode Bio Box
;41674;Nuss-Frucht Mix Superfood mit Paranüssen, 6x200g;6x200g, 2.89 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;200g;2.8;7;;6;;;Bode Bio Box
;40272;Nusskernmischung mit Pekannusskernen, 6x250g;6x250g, 3.79 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;250g;3.68;7;;6;;;Bode Bio Box
;41673;Paranusskerne, 6x200g;6x200g, 4.34 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;BO/PE;200g;4.21;7;;6;;;Bode Bio Box
;40231;Pekannusskerne, 6x100g;6x100g, 2.64 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;ZA;100g;2.56;7;;6;;;Bode Bio Box
;41658;Pinienkerne, 6x100g;6x100g, 4.49 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;RU/CN;100g;4.36;7;;6;;;Bode Bio Box
;40273;Pistazien geröstet gesalzen in Schale, 6x250g;6x250g, 5.19 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;TR/IT/ES;250g;5.03;7;;6;;;Bode Bio Box
;41660;Quinoa gepufft, 6x100g;6x100g, 1.69 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;100g;1.64;7;;6;;;Bode Bio Box
;40264;Quinoa Porridge Beeren & Erdmandeln, 6x400g;6x400g, 2.69 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;400g;2.61;7;;6;;;Bode Bio Box
;40263;Quinoa Porridge Chia & Vanille, 6x400g;6x400g, 3.29 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;400g;3.19;7;;6;;;Bode Bio Box
;40275;Quinoa Tricolore, 6x250g;6x250g, 1.89 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;250g;1.83;7;;6;;;Bode Bio Box
;40254;Quinoa weiß, 6x500g;6x500g, 3.29 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;PE/BO;500g;3.19;7;;6;;;Bode Bio Box
;40265;Quinoaflocken, 6x250g;6x250g, 2.29 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;250g;2.22;7;;6;;;Bode Bio Box
;40256;Risottoreis weiß, 6x500g;6x500g, 2.79 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;IT;500g;2.71;7;;6;;;Bode Bio Box
;41684;Salat Topping, 6x175g;6x175g, 1.79 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;175g;1.74;7;;6;;;Bode Bio Box
;40260;Sesamsaat ungeschält, 6x500g;6x500g, 2.94 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;IN/UG;500g;2.85;7;;6;;;Bode Bio Box
;40259;Sonnenblumenkerne Europa, 6x500g;6x500g, 3.14 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;IT;500g;3.05;7;;6;;;Bode Bio Box
;40270;Studentenfutter mit Cranberries mit Pekannusskernen, 6x250g;6x250g, 2.99 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;250g;2.9;7;;6;;;Bode Bio Box
;40271;Studentenfutter mit Pekannusskernen, 6x250g;6x250g, 2.89 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;250g;2.8;7;;6;;;Bode Bio Box
;40242;Sultaninen, 6x500g;6x500g, 2.89 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;UZ/TR;500g;2.8;7;;6;;;Bode Bio Box
;40279;Vier-Flocken-Mischung, 6x500g;6x500g, 2.09 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;500g;2.03;7;;6;;;Bode Bio Box
;41682;Walnusskerne hell, 6x125g;6x125g, 2.19 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;MD/UA;125g;2.12;7;;6;;;Bode Bio Box
;40274;Walnussstücke hell, 6x250g;6x250g, 3.19 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;MD/UA;250g;3.09;7;;6;;;Bode Bio Box
;40283;Zaubernuss Macadamia-Nuss-Mix, 6x175g;6x175g, 3.59 €/Einheit, Neuheit, kompostierbarer Beutel;kbA;DE;175g;3.48;7;;6;;;Bode Bio Box
;25004;Berberitzen Rohkost, 5kg;5kg, 17.91 €/Einheit, Bode Exklusiv;kbA;IR;250g;4.34;7;;20;;;Trockenfrüchte
;20599;Roggenröstmalz 500-800 gemahlen Demeter, 25kg;25kg, 4.02 €/Einheit, Demeter, Bode Exklusiv;kbdA*;DE;1kg;3.9;7;;25;;;Bode Bio Box
;20917;Callets ca. 10 mm weiße Schokolade Fairtrade, 16kg;16kg, 15.46 €/Einheit, Fairtrade, Bode Exklusiv;kbA;BE;1kg;15;7;;16;;;Bode Bio Box
