Status;Bestellnummer;Name;Notiz;Produzent;Herkunft;Einheit;Nettopreis;MwSt;Pfand;Gebindegröße;Leer1;Leer2;Kategorie
;21308;Olivenöl nativ extra, 6/500ml;6/500ml, 6.04 €/Einheit;kbA;ES;500ml;5.86;7;;6;;;Back- & Kochzutaten
;21314;Schwarzkümmelöl kaltgepreßt, 6/100ml;6/100ml, 9.94 €/Einheit;kbA;EG;100ml;9.64;7;;6;;;Back- & Kochzutaten
;40352;Tortenguss rot, 1kg;1kg, 34.99 €/Einheit;kbA;DE;50g;1.7;7;;20;;;Back- & Kochzutaten
;40351;Tortenguss klar, 1kg;1kg, 34.09 €/Einheit;kbA;DE;50g;1.65;7;;20;;;Back- & Kochzutaten
;40772;Vanillezucker, 6/100g;6/100g, 5.69 €/Einheit;kbA;DE;100g;5.52;7;;6;;;Back- & Kochzutaten
;20767;Nonpareilles bunt gemischt, mit Crispy Vollkornkern, 1kg;1kg, 38.58 €/Einheit;kbA;DE;50g;1.87;7;;20;;;Back- & Kochzutaten
;48074;Pfeilwurzelstärke, 1kg;1kg, 6.89 €/Einheit;kbA;IN;50g;0.33;7;;20;;;Back- & Kochzutaten
;20751;Backhefe trocken Vegan, 0,5kg;0,5kg, 36.35 €/Einheit;kbA;DE;50g;1.76;7;;10;;;Back- & Kochzutaten
;21039;Tofu im Glas Füllmenge 6x330g, ATG 6x130g, 6x130g;6x130g, 1.55 €/Einheit;kbA;DE;130g;1.5;7;;6;;;Back- & Kochzutaten
;42010;Agavendicksaft im Drahtbügelglas, 2kg;2kg, 5.89 €/Einheit;kbA;MX;100g;0.57;7;;20;;;Süßungsmittel
;41217;Agavendicksaft gelb, 5kg;5kg, 5.89 €/Einheit;kbA;MX;250g;1.43;7;;20;;;Süßungsmittel
;22011;Agavendicksaft gelb, 25kg;25kg, 4.61 €/Einheit;kbA;MX;1kg;4.47;7;;25;;;Süßungsmittel
;22118;Agavendicksaft Rohkost, 25kg;25kg, 5.24 €/Einheit;kbA;MX;1kg;5.08;7;;25;;;Süßungsmittel
;22012;Ahornsirup Grad C (4L/5,28kg), 4L;4L, 19.83 €/Einheit;kbA;CA;500ml;9.62;7;;8;;;Süßungsmittel
;22008;Gerstenmalzsirup, 25kg;25kg, 4.26 €/Einheit;kbA;BE;1kg;4.13;7;;25;;;Süßungsmittel
;22056;Rübenzucker, 25kg;25kg, 2.63 €/Einheit;kbA;DE/LT;1kg;2.55;7;;25;;;Süßungsmittel
;25017;Rübenzucker Demeter, 25kg;25kg, 3.38 €/Einheit;kbdA*;CH/DE;1kg;3.28;7;;25;;;Süßungsmittel
;20327;Puderzucker (aus Rohrohrzucker), 25kg;25kg, 3.16 €/Einheit;kbA;NL;1kg;3.07;7;;25;;;Süßungsmittel
;22005;Rohrohrzucker Demerara, 25kg;25kg, 2.85 €/Einheit;kbA;PY;1kg;2.76;7;;25;;;Süßungsmittel
;22100;Rohrohrzucker fein, 25kg;25kg, 1.99 €/Einheit;kbA;CO;1kg;1.93;7;;25;;;Süßungsmittel
;22046;Rohrohrzucker Fairtrade, 25kg;25kg, 2.33 €/Einheit;kbA;PY;1kg;2.26;7;;25;;;Süßungsmittel
;22009;Zuckerrübensirup, 10kg;10kg, 3.57 €/Einheit;kbA;DE;500g;1.73;7;;20;;;Süßungsmittel
;22004;Rohrzucker weiß, 25kg;25kg, 2.48 €/Einheit;kbA;IN;1kg;2.41;7;;25;;;Süßungsmittel
;22010;Vollrohrzucker, 25kg;25kg, 3.16 €/Einheit;kbA;EC/PE;1kg;3.07;7;;25;;;Süßungsmittel
;23429;Gerstenmalzextrakt Demeter, 10kg;10kg, 6.86 €/Einheit;kbdA*;DE;500g;3.33;7;;20;;;Süßungsmittel
;23342;Rohrohrzucker hell Demeter, 25kg;25kg, 2.96 €/Einheit;kbdA*;PY;1kg;2.87;7;;25;;;Süßungsmittel
;25007;Dattelzucker, 10kg;10kg, 6.89 €/Einheit;kbA;TN;500g;3.34;7;;20;;;Süßungsmittel
;22013;Kokosblütenzucker, 20kg;20kg, 6.99 €/Einheit;kbA;ID;1kg;6.78;7;;20;;;Süßungsmittel
;42019;Agavendicksaft, 12/450g;12/450g, 3.39 €/Einheit;kbA;MX;450g;3.29;7;;12;;;Süßungsmittel
;22001;Ahornsirup No.1 medium B., 12/250ml;12/250ml, 4.97 €/Einheit;kbA;CA;250ml;4.82;7;;12;;;Süßungsmittel
;42007;Rohrohrzucker, 6/1000g;6/1000g, 3.09 €/Einheit;kbA;CO;1000g;3;7;;6;;;Süßungsmittel
;42008;Vollrohrzucker, 6/500g;6/500g, 2.59 €/Einheit;kbA;EC/PE;500g;2.51;7;;6;;;Süßungsmittel
;48076;Dattelzucker, 6/250g;6/250g, 3.09 €/Einheit;kbA;TN;250g;3;7;;6;;;Süßungsmittel
;40871;Kokosblütenzucker, 6/500g;6/500g, 4.89 €/Einheit;kbA;ID;500g;4.74;7;;6;;;Süßungsmittel
;20116;Zuckenrrübensirup, 12x450g;12x450g, 2.59 €/Einheit;kbA;DE;450g;2.51;7;;12;;;Süßungsmittel
;21057;Balsamico Essig dunkel, 5L;5L, 5.18 €/Einheit;kbA;IT;500ml;2.51;7;;10;;;Würzmittel
;21058;Condimento Bianco Weißweinessig und Traubenmost, 5L;5L, 5.18 €/Einheit;kbA;IT;500ml;2.51;7;;10;;;Würzmittel
;21061;Rotweinessig, 5kg;5kg, 2.88 €/Einheit;kbA;DE;250g;0.7;7;;20;;;Würzmittel
;21059;Weißweinessig 6% Säure, 5kg;5kg, 2.85 €/Einheit;kbA;DE;250g;0.69;7;;20;;;Würzmittel
;20544;Gemüsebouillon -hefefrei-, 12,5kg;12,5kg, 10.13 €/Einheit;kbA;DE;500g;4.91;7;;25;;;Würzmittel
;41999;Gemüsebrühe rein pflanzlich -hefefrei-, 4kg;4kg, 11.49 €/Einheit;kbA;DE;250g;2.79;7;;16;;;Würzmittel
;23369;Gemüsebrühe rein pflanzlich mit Hefeextrakt, 25kg;25kg, 9.58 €/Einheit;kbA;DE;1kg;9.29;7;;25;;;Würzmittel
;22809;Gomasio, 30kg;30kg, 8.46 €/Einheit;kbA;DE;1kg;8.21;7;;30;;;Würzmittel
;48052;Gomasio, 5kg;5kg, 9.19 €/Einheit;kbA;DE;250g;2.23;7;;20;;;Würzmittel
;23427;Malz-Hefeflocken, 10kg;10kg, 18.58 €/Einheit;kbA;DE;500g;9.01;7;;20;;;Würzmittel
;22835;Sojasoße Tamari (ohne Weizen), 5L;5L, 6.99 €/Einheit;kbA;NL;500ml;3.39;7;;10;;;Würzmittel
;42810;Gemüsebrühe mit Hefeextrakt, 12/200g;12/200g, 3.29 €/Einheit;kbA;DE;200g;3.19;7;;12;;;Würzmittel
;22839;Shoyu Sojasoße (Weizen), 6/500ml;6/500ml, 4.89 €/Einheit;kbA;NL;500ml;4.74;7;;6;;;Würzmittel
;21711;Meersalz naturrein fein, 25kg;25kg, 0.79 €/Einheit;Konventionell;IT;1kg;0.77;7;;25;;;Würzmittel
;21704;Meersalz fein (Atlantik), 25kg;25kg, 0.94 €/Einheit;Konventionell;DE;1kg;0.91;7;;25;;;Würzmittel
;21717;Meersalz naturrein grob 2-4mm, 25kg;25kg, 1.15 €/Einheit;Konventionell;IT/DE;1kg;1.12;7;;25;;;Würzmittel
;21730;Meersalz naturrein grob Nr. 2, 25kg;25kg, 1.26 €/Einheit;Konventionell;GR;1kg;1.22;7;;25;;;Würzmittel
;21718;Steinsalz, 25kg;25kg, 1.04 €/Einheit;Konventionell;DE;1kg;1.01;7;;25;;;Würzmittel
;21703;Steinsalz mit Bio-Kräutern, 10kg;10kg, 6.81 €/Einheit;Konventionell;DE;500g;3.3;7;;20;;;Würzmittel
;21739;Kristallsalz grob rosa aus Pakistan, 25kg;25kg, 1.57 €/Einheit;Konventionell;PK;1kg;1.52;7;;25;;;Würzmittel
;41706;Meersalz naturrein fein, 6x1000g;6x1000g, 2.59 €/Einheit;Konventionell;IT;1000g;2.51;7;;6;;;Würzmittel
;41680;Meersalz mit Bio-Chili für die Mühle (Chilisalz), 5kg;5kg, 6.02 €/Einheit;Konventionell;DE;250g;1.46;7;;20;;;Würzmittel
;41681;Meersalz mit Bio-Chili für die Mühle (Chilisalz), 6x400g;6x400g, 3.48 €/Einheit;Konventionell;DE;400g;3.38;7;;6;;;Würzmittel
;40696;Anis gemahlen, 1kg;1kg, 16.39 €/Einheit;kbA;TR/EG;50g;0.79;7;;20;;;Gewürze & Kräuter
;23384;Anis gemahlen, 25kg;25kg, 13.70 €/Einheit;kbA;TR/EG;1kg;13.29;7;;25;;;Gewürze & Kräuter
;40601;Anis ganz, 1kg;1kg, 15.39 €/Einheit;kbA;TR/EG;50g;0.75;7;;20;;;Gewürze & Kräuter
;23204;Anis ganz, 25kg;25kg, 13.49 €/Einheit;kbA;TR/EG;1kg;13.09;7;;25;;;Gewürze & Kräuter
;23324;Basilikum gerebelt 2-5mm, 10kg/18kg;10kg/18kg, 10.54 €/Einheit;kbA;EG;500g;5.11;7;;20;;;Gewürze & Kräuter
;40603;Basilikum gerebelt, 1kg;1kg, 12.39 €/Einheit;kbA;EG;50g;0.6;7;;20;;;Gewürze & Kräuter
;40733;Bärlauchblätter geschnitten, 1kg;1kg, 35.59 €/Einheit;kbA;XS;50g;1.73;7;;20;;;Gewürze & Kräuter
;23401;Bärlauchblätter geschnitten, 15kg;15kg, 33.70 €/Einheit;kbA;XS;1kg;32.69;7;;15;;;Gewürze & Kräuter
;40735;Bockshornklee gemahlen, 1kg;1kg, 11.19 €/Einheit;kbA;IN/DE;50g;0.54;7;;20;;;Gewürze & Kräuter
;23413;Bockshornklee gemahlen, 25kg;25kg, 9.38 €/Einheit;kbA;DE;1kg;9.1;7;;25;;;Gewürze & Kräuter
;23717;Brotgewürz, 24kg/25kg;24kg/25kg, 8.01 €/Einheit;kbA;DE;1kg;7.77;7;;24;;;Gewürze & Kräuter
;28011;Fenchel-Anis-Kümmel-Tee, 20kg/19,6kg;20kg/19,6kg, 6.69 €/Einheit;kbA;DE;1kg;6.49;7;;20;;;Gewürze & Kräuter
;40605;Bohnenkraut gerebelt, 1kg;1kg, 21.09 €/Einheit;kbA;AL;50g;1.02;7;;20;;;Gewürze & Kräuter
;23416;Bohnenkraut gerebelt, 10kg;10kg, 19.29 €/Einheit;kbA;AL;500g;9.36;7;;20;;;Gewürze & Kräuter
;40717;Brotgewürz, 1kg;1kg, 9.16 €/Einheit;kbA;DE;50g;0.44;7;;20;;;Gewürze & Kräuter
;40607;Currypulver, 1kg;1kg, 10.59 €/Einheit;kbA;DE;50g;0.51;7;;20;;;Gewürze & Kräuter
;40672;Chilies gemahlen, 1kg;1kg, 21.29 €/Einheit;kbA;CN;50g;1.03;7;;20;;;Gewürze & Kräuter
;23238;Chilies gemahlen, 15kg;15kg, 19.45 €/Einheit;kbA;CN;1kg;18.87;7;;15;;;Gewürze & Kräuter
;20147;Chili crushed mit Saat, 1kg;1kg, 19.86 €/Einheit;kbA;CN;50g;0.96;7;;20;;;Gewürze & Kräuter
;23496;Chili crushed mit Saat, 20kg;20kg, 17.91 €/Einheit;kbA;CN;1kg;17.37;7;;20;;;Gewürze & Kräuter
;43011;Fenchel-Anis-Kümmel-Tee, 1kg/0,7kg;1kg/0,7kg, 8.59 €/Einheit;kbA;DE;50g;0.42;7;;20;;;Gewürze & Kräuter
;40697;Fenchel gemahlen, 1kg;1kg, 11.89 €/Einheit;kbA;EG;50g;0.58;7;;20;;;Gewürze & Kräuter
;43003;Fenchel ganz, 1kg;1kg, 8.89 €/Einheit;kbA;EG;50g;0.43;7;;20;;;Gewürze & Kräuter
;23203;Fenchel ganz, 25kg;25kg, 6.99 €/Einheit;kbA;EG;1kg;6.78;7;;25;;;Gewürze & Kräuter
;23559;Ingwerpulver, 25kg;25kg, 11.50 €/Einheit;kbA;IN;1kg;11.15;7;;25;;;Gewürze & Kräuter
;40611;Ingwerpulver, 1kg;1kg, 13.39 €/Einheit;kbA;IN;50g;0.65;7;;20;;;Gewürze & Kräuter
;40671;Kardamom gemahlen mit Schale, 1kg;1kg, 64.39 €/Einheit;kbA;GT;50g;3.12;7;;20;;;Gewürze & Kräuter
;23376;Kardamom gemahlen mit Schale, 25kg;25kg, 62.54 €/Einheit;kbA;GT;1kg;60.66;7;;25;;;Gewürze & Kräuter
;40668;Kardamom ganz ohne Schale, 1kg;1kg, 84.99 €/Einheit;kbA;GT;50g;4.12;7;;20;;;Gewürze & Kräuter
;40694;Knoblauch gemahlen, 1kg;1kg, 14.99 €/Einheit;kbA;CN;50g;0.73;7;;20;;;Gewürze & Kräuter
;23387;Knoblauch gemahlen, 25kg;25kg, 13.19 €/Einheit;kbA;CN;1kg;12.79;7;;25;;;Gewürze & Kräuter
;40656;Koriander gemahlen, 1kg;1kg, 11.29 €/Einheit;kbA;CZ;50g;0.55;7;;20;;;Gewürze & Kräuter
;40613;Koriander ganz, 1kg;1kg, 9.99 €/Einheit;kbA;CZ/LT;50g;0.48;7;;20;;;Gewürze & Kräuter
;23208;Koriander ganz, 25kg;25kg, 8.10 €/Einheit;kbA;CZ/IT;1kg;7.86;7;;25;;;Gewürze & Kräuter
;40680;Kräuter der Provence, 1kg;1kg, 20.87 €/Einheit;kbA;DE;50g;1.01;7;;20;;;Gewürze & Kräuter
;41679;Pizzakräuter, 20kg;20kg, 22.20 €/Einheit;kba;DE;1kg;21.53;7;;20;;;Gewürze & Kräuter
;40679;Pizzakräuter, 1kg;1kg, 24.11 €/Einheit;kbA;DE;50g;1.17;7;;20;;;Gewürze & Kräuter
;23320;Kurkuma gemahlen, 25kg;25kg, 6.61 €/Einheit;kbA;IN;1kg;6.41;7;;25;;;Gewürze & Kräuter
;23636;Kurkuma gemahlen Premium mind. 5% Curcumin, 25kg;25kg, 8.42 €/Einheit;kbA;IN;1kg;8.17;7;;25;;;Gewürze & Kräuter
;40737;Kurkuma gemahlen, 1kg;1kg, 8.49 €/Einheit;kbA;IN;50g;0.41;7;;20;;;Gewürze & Kräuter
;40712;Kümmel gemahlen, 1kg;1kg, 10.89 €/Einheit;kbA;EG;50g;0.53;7;;20;;;Gewürze & Kräuter
;40644;Kümmel ganz, 1kg;1kg, 7.69 €/Einheit;kbA;LT;50g;0.37;7;;20;;;Gewürze & Kräuter
;23209;Kümmel ganz, 25kg;25kg, 5.87 €/Einheit;kbA;LT;1kg;5.69;7;;25;;;Gewürze & Kräuter
;40138;Kreuzkümmel (Cumin) gemahlen, 5kg;5kg, 24.09 €/Einheit;kbA;TR;250g;5.84;7;;20;;;Gewürze & Kräuter
;40698;Kreuzkümmel (Cumin) gemahlen, 1kg;1kg, 25.19 €/Einheit;kbA;TR;50g;1.22;7;;20;;;Gewürze & Kräuter
;23239;Kreuzkümmel (Cumin) gemahlen, 25kg;25kg, 23.30 €/Einheit;kbA;TR;1kg;22.6;7;;25;;;Gewürze & Kräuter
;20758;Kreuzkümmel (Cumin) ganz, 25kg;25kg, 21.18 €/Einheit;kbA;TR;1kg;20.54;7;;25;;;Gewürze & Kräuter
;40759;Schwarzkümmel ganz, 1kg;1kg, 8.89 €/Einheit;kbA;EG;50g;0.43;7;;20;;;Gewürze & Kräuter
;23220;Schwarzkümmel ganz, 25kg;25kg, 6.99 €/Einheit;kbA;EG;1kg;6.78;7;;25;;;Gewürze & Kräuter
;40650;Lebkuchengewürz, 1kg;1kg, 28.39 €/Einheit;kbA;DE;50g;1.38;7;;20;;;Gewürze & Kräuter
;23386;Lebkuchengewürz, 20kg;20kg, 26.50 €/Einheit;kbA;DE;1kg;25.7;7;;20;;;Gewürze & Kräuter
;40617;Majoran gerebelt, 1kg;1kg, 14.39 €/Einheit;kbA;EG/DE;50g;0.7;7;;20;;;Gewürze & Kräuter
;23417;Majoran gerebelt, 10kg;10kg, 12.50 €/Einheit;kbA;DE;500g;6.06;7;;20;;;Gewürze & Kräuter
;40621;Muskatnuss ganz, 1kg;1kg, 32.49 €/Einheit;kbA;ID;50g;1.58;7;;20;;;Gewürze & Kräuter
;23453;Muskatnuss ganz, 25kg;25kg, 30.68 €/Einheit;kbA;ID;1kg;29.76;7;;25;;;Gewürze & Kräuter
;23489;Muskat gemahlen, 25kg;25kg, 39.53 €/Einheit;kbA;ID;1kg;38.34;7;;25;;;Gewürze & Kräuter
;40673;Muskat gemahlen, 1kg;1kg, 41.39 €/Einheit;kbA;ID/LK;50g;2.01;7;;20;;;Gewürze & Kräuter
;40623;Nelken ganz, 1kg;1kg, 21.89 €/Einheit;kbA;LK;50g;1.06;7;;20;;;Gewürze & Kräuter
;23410;Nelken ganz, 20kg;20kg, 20.03 €/Einheit;kbA;LK;1kg;19.43;7;;20;;;Gewürze & Kräuter
;40762;Nelken gemahlen, 1kg;1kg, 21.89 €/Einheit;kbA;LK;50g;1.06;7;;20;;;Gewürze & Kräuter
;23398;Nelken gemahlen, 25kg;25kg, 20.03 €/Einheit;kbA;LK;1kg;19.43;7;;25;;;Gewürze & Kräuter
;40627;Petersilie gerebelt, 1kg;1kg, 20.19 €/Einheit;kbA;DE;50g;0.98;7;;20;;;Gewürze & Kräuter
;23388;Petersilie gerebelt, 10kg;10kg, 18.33 €/Einheit;kbA;DE;500g;8.89;7;;20;;;Gewürze & Kräuter
;40631;Pfeffer schwarz gemahlen, 1kg;1kg, 16.39 €/Einheit;kbA;LK;50g;0.79;7;;20;;;Gewürze & Kräuter
;23415;Pfeffer schwarz gemahlen, 25kg;25kg, 14.53 €/Einheit;kbA;DE;1kg;14.09;7;;25;;;Gewürze & Kräuter
;40124;Pfeffer schwarz ganz, 5kg;5kg, 16.49 €/Einheit;kbA;LK;250g;4;7;;20;;;Gewürze & Kräuter
;40629;Pfeffer schwarz ganz, 1kg;1kg, 17.59 €/Einheit;kbA;LK;50g;0.85;7;;20;;;Gewürze & Kräuter
;40643;Paprikapulver scharf, 1kg;1kg, 25.69 €/Einheit;kbA;ES;50g;1.25;7;;20;;;Gewürze & Kräuter
;23377;Paprikapulver scharf, 25kg;25kg, 23.85 €/Einheit;kbA;ES;1kg;23.13;7;;25;;;Gewürze & Kräuter
;23635;Pfeffer weiß ganz, 25kg;25kg, 24.27 €/Einheit;kbA;LK;1kg;23.54;7;;25;;;Gewürze & Kräuter
;40139;Paprikapulver edelsüß, 5kg;5kg, 19.99 €/Einheit;kbA;ES;250g;4.85;7;;20;;;Gewürze & Kräuter
;40659;Paprikapulver edelsüß, 1kg;1kg, 21.09 €/Einheit;kbA;ES;50g;1.02;7;;20;;;Gewürze & Kräuter
;40662;Pfeffer weiß gemahlen, 1kg;1kg, 24.89 €/Einheit;kbA;IN/DE;50g;1.21;7;;20;;;Gewürze & Kräuter
;40661;Pfeffer weiß ganz, 1kg;1kg, 26.09 €/Einheit;kbA;IN/DE;50g;1.27;7;;20;;;Gewürze & Kräuter
;40633;Piment gemahlen, 1kg;1kg, 20.29 €/Einheit;kbA;DE;50g;0.98;7;;20;;;Gewürze & Kräuter
;20757;Rosmarin geschnitten 2-4mm, 25kg;25kg, 10.60 €/Einheit;kbA;MA;1kg;10.28;7;;25;;;Gewürze & Kräuter
;40635;Rosmarin geschnitten, 1kg;1kg, 12.49 €/Einheit;kbA;MA;50g;0.61;7;;20;;;Gewürze & Kräuter
;40738;Stollengewürz, 1kg;1kg, 31.49 €/Einheit;kbA;DE;50g;1.53;7;;20;;;Gewürze & Kräuter
;23394;Stollengewürz, 20kg;20kg, 29.65 €/Einheit;kbA;DE;1kg;28.76;7;;20;;;Gewürze & Kräuter
;40748;Spekulatiusgewürz, 1kg;1kg, 20.69 €/Einheit;kbA;DE;50g;1;7;;20;;;Gewürze & Kräuter
;40637;Thymian gerebelt, 1kg;1kg, 13.39 €/Einheit;kbA;MA;50g;0.65;7;;20;;;Gewürze & Kräuter
;40688;Vanille gemahlen, 1kg;1kg, 452.39 €/Einheit;kbA;PG;50g;21.94;7;;20;;;Gewürze & Kräuter
;23409;Vanille gemahlen, 25kg;25kg, 450.50 €/Einheit;kbA;PG;1kg;436.99;7;;25;;;Gewürze & Kräuter
;40742;Vanillestangen (13-15cm), 1kg;1kg, 632.59 €/Einheit;kbA;PG;50g;30.68;7;;20;;;Gewürze & Kräuter
;48045;Vanillestangen Bourbon, 1kg;1kg, 567.10 €/Einheit;kbA;MDG;50g;27.5;7;;20;;;Gewürze & Kräuter
;48046;Vanille Bourbon gemahlen, 1kg;1kg, 558.39 €/Einheit;kbA;MDG;50g;27.08;7;;20;;;Gewürze & Kräuter
;40670;Wacholderbeeren, 1kg;1kg, 16.90 €/Einheit;kbA;MK;50g;0.82;7;;20;;;Gewürze & Kräuter
;40141;Zimt gemahlen Ceylon, 5kg;5kg, 13.09 €/Einheit;kbA;LK;250g;3.17;7;;20;;;Gewürze & Kräuter
;20776;Zimt gemahlen Cassia, 25kg;25kg, 9.63 €/Einheit;kbA;ID;1kg;9.34;7;;25;;;Gewürze & Kräuter
;40640;Zimt gemahlen Cassia, 1kg;1kg, 11.49 €/Einheit;kbA;ID;50g;0.56;7;;20;;;Gewürze & Kräuter
;40663;Zimtstangen (8-10cm, Ceylon), 1kg;1kg, 37.30 €/Einheit;kbA;LK;50g;1.81;7;;20;;;Gewürze & Kräuter
;40648;Zwiebeln knackig getrocknet, 1kg;1kg, 11.89 €/Einheit;kbA;EG;50g;0.58;7;;20;;;Gewürze & Kräuter
;40782;Zwiebeln gemahlen, 1kg;1kg, 12.66 €/Einheit;kbA;EG;50g;0.61;7;;20;;;Gewürze & Kräuter
;43077;Bockshornklee ganz, 1kg;1kg, 10.33 €/Einheit;kbA;DE;50g;0.5;7;;20;;;Gewürze & Kräuter
;20754;Dillspitzen, 12kg;12kg, 27.08 €/Einheit;kbA;HU;500g;13.13;7;;24;;;Gewürze & Kräuter
;40625;Oregano gerebelt, 1kg;1kg, 18.59 €/Einheit;kbA;TR;50g;0.9;7;;20;;;Gewürze & Kräuter
;23328;Oregano gerebelt 2-10 mm, 10kg;10kg, 16.74 €/Einheit;kbA;TR;500g;8.12;7;;20;;;Gewürze & Kräuter
;23450;Karottengranulat, 25kg;25kg, 10.27 €/Einheit;kbA;CN;1kg;9.96;7;;25;;;Gewürze & Kräuter
;40764;Schabzigerklee gemahlen, 1kg;1kg, 32.39 €/Einheit;kbA;DE;50g;1.57;7;;20;;;Gewürze & Kräuter
;23397;Schabzigerklee gemahlen, 25kg;25kg, 30.52 €/Einheit;kbA;DE;1kg;29.6;7;;25;;;Gewürze & Kräuter
;23403;Kardamomsaat ganz ohne Schale, 20kg;20kg, 83.10 €/Einheit;kbA;TZ;1kg;80.61;7;;20;;;Gewürze & Kräuter
;23325;Lorbeerblätter, 20kg;20kg, 21.09 €/Einheit;kbA;TR;1kg;20.46;7;;20;;;Gewürze & Kräuter
;40677;Liebstöckel gerebelt, 1kg;1kg, 28.29 €/Einheit;kbA;DE;50g;1.37;7;;20;;;Gewürze & Kräuter
;23639;Currypulver, 25kg;25kg, 8.74 €/Einheit;kbA;DE;1kg;8.48;7;;25;;;Gewürze & Kräuter
;40699;Kreuzkümmel (Cumin) gemahlen, 6/50g;6/50g, 2.89 €/Einheit;kbA;TR;50g;2.8;7;;6;;;Gewürze & Kräuter
;40684;Vanille gemahlen, 6/30g;6/30g, 15.29 €/Einheit;kbA;PG;30g;14.83;7;;6;;;Gewürze & Kräuter
;40666;Zimtstangen Ceylon, 6/8stk;6/8stk, 2.85 €/Einheit;kbA;LK;8stk;2.76;7;;6;;;Gewürze & Kräuter
;45839;Vanillestangen, 0,1kg;0,1kg, 643.90 €/Einheit;kbA;PG;50g;31.23;7;;2;;;Gewürze & Kräuter
;43017;Assam broken Ostfriesentee, 1kg;1kg, 21.09 €/Einheit;kbA;IN;50g;1.02;7;;20;;;Tee
;23396;Assam broken Ostfriesentee, 20kg;20kg, 19.29 €/Einheit;kbA;IN;1kg;18.71;7;;20;;;Tee
;23383;Brennnesselblätter geschnitten (Tee), 5kg/10kg;5kg/10kg, 19.59 €/Einheit;kbA;HU;250g;4.75;7;;20;;;Tee
;40651;Brennnesseltee, 1kg;1kg, 21.39 €/Einheit;kbA;HU;50g;1.04;7;;20;;;Tee
;43001;Darjeelingtee FTGFOP1 Schwarztee, 1kg;1kg, 21.49 €/Einheit;kbA;IN;50g;1.04;7;;20;;;Tee
;23389;Darjeelingtee FTGFOP1 Schwarztee, 20kg;20kg, 19.61 €/Einheit;kbA;IN;1kg;19.02;7;;20;;;Tee
;43020;Earl Grey Tee FOP Schwarztee, 1kg;1kg, 17.59 €/Einheit;kbA;IN;50g;0.85;7;;20;;;Tee
;23422;Earl Grey Tee FOP Schwarztee, 20kg;20kg, 15.75 €/Einheit;kbA;IN;1kg;15.28;7;;20;;;Tee
;43050;Früchtetee Mischung, 1kg;1kg, 18.59 €/Einheit;kbA;DE;50g;0.9;7;;20;;;Tee
;23406;Früchtetee Mischung, 20kg;20kg, 16.74 €/Einheit;kbA;DE;1kg;16.24;7;;20;;;Tee
;43057;Grüner Tee China Chun Mee, 1kg;1kg, 18.29 €/Einheit;kbA;CN;50g;0.89;7;;20;;;Tee
;23385;Grüner Tee China Chun Mee, 20kg;20kg, 16.48 €/Einheit;kbA;CN;1kg;15.99;7;;20;;;Tee
;43103;Jasmin-Tee, 1kg;1kg, 27.09 €/Einheit;kbA;CN;50g;1.31;7;;20;;;Tee
;23431;Jasmin-Tee, 10kg;10kg, 25.22 €/Einheit;kbA;CN;500g;12.23;7;;20;;;Tee
;43010;Kamillentee, 1kg;1kg, 31.69 €/Einheit;kbA;HR;50g;1.54;7;;20;;;Tee
;23381;Kamillentee (Kamillenblüten ganz Europa), 10kg;10kg, 29.84 €/Einheit;kbA;HR;500g;14.47;7;;20;;;Tee
;45728;"Kräutertee ""Guten Morgen""mit Mate- und Jasmintee, 5kg";5kg, 17.75 €/Einheit;kbA;DE;250g;4.3;7;;20;;;Tee
;45727;"Kräutertee ""Guten Morgen""mit Mate- und Jasmintee, 1kg";1kg, 22.31 €/Einheit;kbA;DE;50g;1.08;7;;20;;;Tee
;43056;Matetee grün, 1kg;1kg, 18.69 €/Einheit;kbA;BR;50g;0.91;7;;20;;;Tee
;23370;Mateblätter geschnitten grob (Matetee), 20kg;20kg, 16.81 €/Einheit;kbA;BR;1kg;16.31;7;;20;;;Tee
;43005;Pfefferminztee Großblatt, 1kg;1kg, 22.69 €/Einheit;kbA;EG;50g;1.1;7;;20;;;Tee
;23382;Pfefferminzblätter grob geschnitten, 7,5kg;7,5kg, 20.82 €/Einheit;kbA;EG;500g;10.1;7;;15;;;Tee
;43061;Rooibostee 1kg, 1kg;1kg, 19.69 €/Einheit;kbA;ZA;50g;0.95;7;;20;;;Tee
;23200;Rooibuschtee, 17kg;17kg, 17.80 €/Einheit;kbA;ZA;1kg;17.27;7;;17;;;Tee
;43030;Hagebuttenschalen, 1kg;1kg, 16.49 €/Einheit;kbA;AR;50g;0.8;7;;20;;;Tee
;23402;Hagebuttenschalen, 10kg;10kg, 14.62 €/Einheit;kbA;AR;500g;7.09;7;;20;;;Tee
;21511;Breakfast Biscuit glutenfrei vegan lose, 3kg;3kg, 15.84 €/Einheit;kbA;BE;250g;3.84;7;;12;;;Naschereien & Snacks
;23638;Vanilla Biscuits lose glutenfrei, 3kg;3kg, 15.84 €/Einheit;kbA;BE;250g;3.84;7;;12;;;Naschereien & Snacks
;21947;Bananenchips in weißer Schokolade, 4kg;4kg, 10.37 €/Einheit;kbA;NL;250g;2.51;7;;16;;;Naschereien & Snacks
;21944;Cola-Flaschen, 5kg;5kg, 9.38 €/Einheit;kbA;DE;250g;2.27;7;;20;;;Naschereien & Snacks
